unit_id,cycle,fault_mode,altitude_ft,air_density_kgm3,rpm,throttle_pct,cht_C,egt_C,oil_press_kPa,oil_temp_C,fuel_flow_kgph,bsfc_g_per_kWh,vibration_rms_g,ae_energy_20k_1M_band,crack_length_mm_groundtruth,alternator_ripple_mV,degradation_index_groundtruth,RUL_cycles
5,110,cooling_degradation,21450.8,0.6212,4365.0,72.3,98.22,843.11,410.53,88.53,26.948,441.18,0.7986,0.044,0.0,47.6,0.0629,286
5,111,cooling_degradation,21498.3,0.6201,4400.0,77.0,96.59,843.92,416.87,94.06,26.806,412.0,0.9349,0.0817,0.0,43.86,0.0629,285
5,112,cooling_degradation,21651.2,0.6169,4343.0,72.9,95.36,834.55,411.44,90.05,26.531,430.81,0.9491,0.0853,0.0,48.47,0.064,284
5,113,cooling_degradation,21870.8,0.6123,4390.0,70.6,99.05,813.96,402.78,90.63,27.173,455.53,0.7626,0.0535,0.0,38.73,0.064,283
5,114,cooling_degradation,22161.6,0.6061,4267.0,71.2,96.96,830.03,416.59,88.06,26.383,438.36,0.8405,0.0876,0.0,41.6,0.0644,282
5,115,cooling_degradation,22366.7,0.6019,4280.0,71.8,96.67,826.89,406.15,90.85,26.846,442.67,0.8529,0.1117,0.0,44.03,0.0687,281
5,116,cooling_degradation,22303.5,0.6032,4201.0,78.0,99.2,834.29,420.54,93.11,26.769,406.06,0.796,0.0976,0.0,50.12,0.0687,280
5,117,cooling_degradation,22449.0,0.6002,4342.0,75.7,96.1,824.47,408.42,91.88,26.038,407.01,0.8885,0.0944,0.0,48.21,0.0687,279
5,118,cooling_degradation,22520.1,0.5987,4304.0,72.9,96.39,837.6,412.35,91.16,26.121,424.28,0.8017,0.0769,0.0,48.86,0.0687,278
5,119,cooling_degradation,22750.7,0.5939,4296.0,72.5,96.57,839.72,399.26,88.29,26.759,436.93,0.8172,0.0624,0.0,46.25,0.0709,277
5,120,cooling_degradation,22866.7,0.5915,4370.0,73.1,94.94,841.52,392.73,90.76,26.916,435.64,0.8523,0.0702,0.0,42.44,0.0709,276
5,121,cooling_degradation,23135.1,0.586,4324.0,73.8,97.39,829.43,399.5,91.71,26.838,430.54,0.7413,0.0801,0.0,53.82,0.0709,275
5,122,cooling_degradation,22779.6,0.5933,4264.0,71.1,95.77,822.68,422.01,89.43,26.974,448.87,0.6959,0.0461,0.0,42.89,0.0709,274
5,123,cooling_degradation,23153.0,0.5857,4503.0,69.9,96.06,833.36,392.71,92.73,26.598,450.38,0.9339,0.0559,0.0,48.48,0.0709,273
5,124,cooling_degradation,23362.8,0.5814,4348.0,75.6,95.87,847.44,411.74,93.19,26.473,414.49,0.8012,0.0427,0.0,45.82,0.0709,272
5,125,cooling_degradation,23430.3,0.58,4285.0,72.6,96.04,832.47,406.63,90.36,26.843,437.44,1.0312,0.076,0.0,49.2,0.0709,271
5,126,cooling_degradation,23414.2,0.5804,4310.0,75.5,95.79,838.04,406.91,92.97,26.861,421.24,1.0246,0.0744,0.0,43.8,0.0759,270
5,127,cooling_degradation,23479.5,0.579,4340.0,77.6,97.42,833.62,406.59,91.3,26.693,406.96,0.8264,0.0597,0.0,52.09,0.0759,269
5,128,cooling_degradation,23913.3,0.5703,4339.0,74.3,96.81,829.82,416.73,93.81,26.913,428.62,1.054,0.0892,0.0,53.72,0.0759,268
5,129,cooling_degradation,23795.1,0.5727,4428.0,73.9,97.12,838.9,405.94,95.59,26.73,428.15,0.9419,0.0519,0.0,51.79,0.0759,267
5,130,cooling_degradation,23760.3,0.5734,4345.0,82.5,100.64,837.51,408.54,89.37,26.979,387.14,0.8179,0.0596,0.0,47.79,0.0778,266
5,131,cooling_degradation,24265.4,0.5633,4461.0,73.6,96.87,837.18,408.16,93.1,26.615,428.24,0.6633,0.089,0.0,44.85,0.0781,265
5,132,cooling_degradation,24317.6,0.5623,4324.0,69.7,98.0,836.1,403.44,94.17,27.022,458.68,0.9249,0.092,0.0,61.14,0.0781,264
5,133,cooling_degradation,24341.6,0.5618,4376.0,72.2,98.17,836.06,411.07,89.62,27.158,445.11,0.8723,0.0575,0.0,42.07,0.0781,263
5,134,cooling_degradation,24330.6,0.562,4411.0,77.8,97.03,840.64,408.19,90.42,27.016,411.14,0.905,0.0782,0.0,51.48,0.0786,262
5,135,cooling_degradation,24558.0,0.5576,4422.0,69.3,97.51,825.11,407.6,90.4,26.455,451.88,0.8522,0.058,0.0,48.74,0.0786,261
5,136,cooling_degradation,24863.0,0.5516,4429.0,71.0,97.19,825.96,400.58,91.35,25.968,433.05,0.7821,0.0703,0.0,46.97,0.0809,260
5,137,cooling_degradation,24542.6,0.5579,4334.0,76.6,97.52,836.14,403.31,90.94,27.573,426.0,0.8419,0.0777,0.0,48.36,0.0827,259
5,138,cooling_degradation,24652.8,0.5557,4350.0,72.5,96.36,834.58,399.69,91.28,27.059,441.59,0.9344,0.0864,0.0,45.0,0.084,258
5,139,cooling_degradation,24894.2,0.551,4201.0,73.1,96.57,831.42,407.0,93.41,26.987,437.17,0.8533,0.0824,0.0,49.94,0.0867,257
5,140,cooling_degradation,25083.8,0.5473,4338.0,76.7,97.35,839.32,399.49,87.94,25.993,401.27,0.8528,0.0815,0.0,49.38,0.0867,256
5,141,cooling_degradation,25111.2,0.5468,4415.0,71.3,94.39,842.37,403.03,89.82,26.606,441.35,0.7625,0.0549,0.0,61.34,0.0883,255
5,142,cooling_degradation,25378.4,0.5416,4404.0,69.1,99.59,843.5,400.04,93.11,26.407,452.0,0.8913,0.0843,0.0,53.3,0.0883,254
5,143,cooling_degradation,25539.9,0.5385,4345.0,69.4,100.61,845.63,406.79,92.89,26.751,455.98,0.7963,0.0878,0.0,50.61,0.0892,253
5,144,cooling_degradation,25511.5,0.5391,4452.0,75.4,97.64,826.8,401.78,89.67,26.655,418.42,0.9587,0.0905,0.0,50.9,0.0892,252
5,145,cooling_degradation,25645.2,0.5365,4327.0,74.5,98.38,827.55,398.74,92.9,26.688,424.1,0.8265,0.0624,0.0,57.22,0.0892,251
5,146,cooling_degradation,25691.9,0.5356,4307.0,71.7,99.14,834.38,398.54,94.55,26.88,443.88,0.8698,0.0968,0.0,43.68,0.0948,250
5,147,cooling_degradation,25740.7,0.5347,4322.0,70.3,95.52,836.66,402.96,91.8,26.241,441.67,1.0666,0.0521,0.0,47.62,0.0948,249
5,148,cooling_degradation,25631.9,0.5368,4283.0,73.0,98.91,835.47,401.64,89.88,26.484,429.2,0.8689,0.0698,0.0,39.0,0.0948,248
5,149,cooling_degradation,25756.7,0.5344,4387.0,77.2,96.89,835.06,395.78,93.65,27.043,414.39,0.8582,0.0729,0.0,51.33,0.0948,247
5,150,cooling_degradation,25791.7,0.5337,4367.0,71.4,100.95,834.14,412.24,95.34,27.152,449.93,0.9403,0.0532,0.0,52.78,0.0948,246
5,151,cooling_degradation,26053.8,0.5288,4387.0,72.0,97.23,840.72,391.9,90.12,26.974,443.48,0.7506,0.0726,0.0,43.56,0.0948,245
5,152,cooling_degradation,26191.0,0.5262,4325.0,70.4,98.87,825.45,416.31,91.98,26.989,453.42,0.9935,0.0829,0.0,55.71,0.0948,244
5,153,cooling_degradation,26017.2,0.5295,4347.0,73.0,97.25,856.09,404.84,94.08,26.734,433.69,0.973,0.0419,0.0,44.94,0.0948,243
5,154,cooling_degradation,26322.3,0.5237,4219.0,75.1,100.85,838.87,415.15,92.15,27.441,432.36,0.9374,0.0709,0.0,46.94,0.0961,242
5,155,cooling_degradation,26255.3,0.525,4373.0,80.5,96.87,850.41,406.27,88.48,26.479,389.35,0.6294,0.0447,0.0,49.5,0.0989,241
5,156,cooling_degradation,26299.6,0.5242,4356.0,74.8,99.37,834.54,405.6,92.87,27.645,437.21,0.8788,0.1205,0.0,56.87,0.0989,240
5,157,cooling_degradation,26438.0,0.5216,4284.0,74.1,98.58,843.54,415.34,90.04,27.653,441.92,0.7988,0.0841,0.0,44.68,0.0996,239
5,158,cooling_degradation,26433.9,0.5217,4344.0,76.8,98.32,841.74,395.4,89.51,27.151,418.16,0.9947,0.0832,0.0,50.67,0.1023,238
5,159,cooling_degradation,26761.5,0.5156,4335.0,76.4,98.16,848.52,400.63,88.68,27.289,422.83,0.9957,0.0867,0.0,53.48,0.1067,237
5,160,cooling_degradation,26712.1,0.5165,4456.0,72.6,96.81,838.18,390.38,94.51,26.714,435.51,0.9426,0.0941,0.0,52.45,0.1067,236
5,161,cooling_degradation,26924.7,0.5126,4286.0,81.3,93.95,856.52,393.8,90.46,27.166,395.6,0.8153,0.1016,0.0,52.63,0.1067,235
5,162,cooling_degradation,26799.3,0.5149,4370.0,74.3,99.43,828.7,395.83,92.8,26.588,423.38,1.0311,0.0507,0.0,53.41,0.1067,234
5,163,cooling_degradation,26866.7,0.5136,4285.0,75.1,97.15,849.2,414.84,93.34,26.871,423.24,0.8946,0.109,0.0,47.06,0.1093,233
5,164,cooling_degradation,27268.6,0.5063,4317.0,76.1,99.64,843.04,400.97,92.51,27.171,422.48,1.06,0.1077,0.0,58.27,0.1093,232
5,165,cooling_degradation,26802.5,0.5148,4367.0,75.5,98.41,833.65,411.4,92.78,27.082,424.35,0.9368,0.0815,0.0,49.28,0.1093,231
5,166,cooling_degradation,27295.2,0.5058,4337.0,79.1,99.69,859.2,413.48,92.95,27.923,417.78,0.9561,0.0804,0.0,48.61,0.1093,230
5,167,cooling_degradation,27405.7,0.5038,4350.0,72.8,99.08,855.22,418.32,92.46,26.789,435.61,0.8787,0.0207,0.0,56.57,0.1093,229
5,168,cooling_degradation,27325.6,0.5052,4370.0,76.9,94.23,826.3,410.45,90.7,26.409,406.27,1.031,0.0584,0.0,46.84,0.111,228
5,169,cooling_degradation,27212.7,0.5073,4320.0,75.1,98.86,843.45,415.59,90.53,27.553,434.2,0.9675,0.0938,0.0,51.62,0.1113,227
5,170,cooling_degradation,27526.1,0.5016,4403.0,77.6,97.42,848.92,399.26,92.02,26.556,405.1,1.0343,0.1074,0.0,46.4,0.1113,226
5,171,cooling_degradation,27311.8,0.5055,4332.0,74.0,99.76,845.71,401.69,92.04,26.617,425.6,0.938,0.0989,0.0,62.89,0.1144,225
5,172,cooling_degradation,27300.6,0.5057,4344.0,73.6,98.89,854.11,401.47,93.15,26.927,432.78,0.9201,0.0828,0.0,61.84,0.1144,224
5,173,cooling_degradation,27392.9,0.504,4372.0,76.9,99.03,855.06,397.52,94.58,27.197,418.53,0.9787,0.1242,0.0,50.15,0.1189,223
5,174,cooling_degradation,27408.5,0.5037,4364.0,75.8,97.71,846.17,398.82,93.07,26.386,411.94,1.0465,0.1058,0.0,53.3,0.1189,222
5,175,cooling_degradation,27393.2,0.504,4389.0,72.3,96.75,860.51,401.18,90.76,26.455,433.08,1.0125,0.0778,0.0,50.72,0.1189,221
5,176,cooling_degradation,27741.1,0.4977,4369.0,78.8,97.54,853.59,394.42,88.06,26.561,398.85,0.9463,0.13,0.0,49.17,0.1213,220
5,177,cooling_degradation,27496.3,0.5021,4378.0,77.0,95.49,842.37,388.49,90.89,27.293,419.52,0.7866,0.0645,0.0,51.52,0.1213,219
5,178,cooling_degradation,27643.8,0.4995,4330.0,74.6,97.38,840.31,400.71,89.81,27.385,434.5,1.0058,0.058,0.0,51.02,0.1247,218
5,179,cooling_degradation,27465.9,0.5027,4286.0,73.4,96.07,854.1,396.6,91.03,26.353,424.75,0.8259,0.079,0.0,43.62,0.1247,217
5,180,cooling_degradation,27719.6,0.4981,4264.0,75.9,96.11,839.07,398.3,92.98,27.391,426.86,0.9438,0.0722,0.0,52.54,0.1247,216
5,181,cooling_degradation,27572.4,0.5007,4250.0,76.8,98.45,842.58,401.71,92.66,27.42,422.27,0.9317,0.0801,0.0,51.01,0.1247,215
5,182,cooling_degradation,27597.7,0.5003,4456.0,70.1,99.1,840.97,389.71,96.25,26.385,445.45,0.8306,0.1039,0.0,52.95,0.1265,214
5,183,cooling_degradation,27785.6,0.4969,4217.0,76.0,98.41,849.92,409.52,93.61,26.231,408.34,0.9834,0.0889,0.0,51.5,0.1321,213
5,184,cooling_degradation,27986.0,0.4933,4422.0,76.9,97.71,845.95,391.64,96.46,26.646,410.24,1.126,0.0895,0.0,50.09,0.1321,212
5,185,cooling_degradation,27917.3,0.4945,4301.0,67.9,97.02,832.46,405.65,94.07,26.296,458.56,0.9286,0.0908,0.0,56.26,0.1321,211
5,186,cooling_degradation,27949.6,0.494,4421.0,75.5,97.98,856.12,393.9,94.81,27.61,432.66,1.0149,0.0434,0.0,54.55,0.1321,210
5,187,cooling_degradation,27874.0,0.4953,4218.0,77.0,97.22,844.34,402.3,91.92,27.037,415.39,1.1421,0.0593,0.0,58.87,0.1321,209
5,188,cooling_degradation,27861.6,0.4955,4336.0,76.7,98.41,864.03,397.5,90.54,26.669,411.51,1.0263,0.0826,0.0,54.55,0.1342,208
5,189,cooling_degradation,28047.3,0.4922,4437.0,77.4,96.27,851.05,383.4,91.82,27.177,415.7,0.909,0.074,0.0,51.26,0.1361,207
5,190,cooling_degradation,27859.2,0.4956,4393.0,74.0,99.6,857.06,395.4,92.7,26.397,422.23,0.9795,0.0862,0.0,55.33,0.1361,206
5,191,cooling_degradation,28082.0,0.4916,4330.0,71.9,97.69,850.91,401.62,91.46,26.993,444.56,0.999,0.1189,0.0,42.34,0.1361,205
5,192,cooling_degradation,28153.7,0.4903,4233.0,69.6,99.2,856.11,406.57,90.8,26.274,446.85,1.0823,0.0905,0.0,63.12,0.14,204
5,193,cooling_degradation,27851.8,0.4957,4271.0,78.3,100.02,854.78,390.42,93.66,26.857,406.11,1.0671,0.0659,0.0,54.09,0.1413,203
5,194,cooling_degradation,27881.7,0.4952,4433.0,77.1,99.18,851.52,381.28,90.82,27.271,418.58,0.7484,0.0765,0.0,63.64,0.1413,202
5,195,cooling_degradation,27910.2,0.4947,4329.0,78.5,99.89,859.08,392.39,89.76,27.905,420.67,0.9015,0.1266,0.0,48.37,0.1413,201
5,196,cooling_degradation,27776.4,0.4971,4346.0,72.8,95.65,867.99,402.59,90.64,27.753,451.01,0.9694,0.1239,0.0,47.38,0.1441,200
5,197,cooling_degradation,27928.7,0.4943,4367.0,77.4,98.12,849.16,393.79,92.5,26.748,408.91,0.9014,0.1064,0.0,55.17,0.1483,199
5,198,cooling_degradation,28195.2,0.4896,4272.0,70.5,100.52,854.39,392.43,91.0,26.512,445.1,0.6881,0.0635,0.0,55.23,0.149,198
5,199,cooling_degradation,27842.3,0.4959,4374.0,72.4,99.63,848.94,383.23,92.52,27.071,442.56,0.9261,0.1008,0.0,55.1,0.149,197
5,200,cooling_degradation,28195.3,0.4896,4325.0,75.4,101.7,855.0,389.94,94.23,27.519,432.06,0.9879,0.103,0.0,54.54,0.1512,196
5,201,cooling_degradation,27927.1,0.4944,4368.0,77.0,101.59,852.93,386.71,94.25,26.296,404.23,0.9532,0.097,0.0,50.81,0.155,195
5,202,cooling_degradation,28303.0,0.4877,4315.0,80.0,99.48,836.85,399.45,91.78,27.379,404.87,0.9155,0.0851,0.0,46.52,0.155,194
5,203,cooling_degradation,27875.7,0.4953,4256.0,74.3,98.66,849.77,402.78,90.5,26.806,427.14,0.9998,0.0894,0.0,55.42,0.1556,193
5,204,cooling_degradation,27946.7,0.494,4324.0,72.4,97.73,859.62,386.0,92.07,26.137,427.32,1.0342,0.0855,0.0,48.08,0.161,192
5,205,cooling_degradation,27820.3,0.4963,4388.0,72.2,98.46,845.42,393.61,94.53,26.362,431.95,0.9693,0.0754,0.0,47.61,0.161,191
5,206,cooling_degradation,27840.5,0.4959,4374.0,72.9,98.63,859.83,393.26,95.05,26.72,433.73,1.1217,0.1264,0.0,52.83,0.1637,190
5,207,cooling_degradation,28129.4,0.4908,4352.0,81.6,98.44,858.96,382.82,94.04,27.504,398.77,1.0224,0.1177,0.0,57.16,0.1667,189
5,208,cooling_degradation,27983.1,0.4934,4404.0,77.2,97.94,853.75,386.8,95.74,27.62,423.27,0.9481,0.0943,0.0,64.94,0.1667,188
5,209,cooling_degradation,28047.8,0.4922,4338.0,78.3,99.93,863.06,392.65,96.79,27.422,414.56,0.9278,0.1071,0.0,59.9,0.1667,187
5,210,cooling_degradation,27675.9,0.4989,4353.0,74.2,101.94,859.94,390.22,92.43,27.427,437.34,1.0071,0.1088,0.0,62.46,0.1699,186
5,211,cooling_degradation,27949.4,0.494,4321.0,74.9,100.8,858.21,380.59,96.37,27.1,428.1,1.1132,0.1478,0.0,58.56,0.1699,185
5,212,cooling_degradation,27681.8,0.4988,4407.0,77.0,98.92,864.01,387.33,92.88,26.933,413.91,0.9583,0.1184,0.0,57.13,0.1699,184
5,213,cooling_degradation,27601.4,0.5002,4367.0,73.4,100.96,856.08,392.04,95.47,26.93,434.33,1.0753,0.1182,0.0,67.98,0.1717,183
5,214,cooling_degradation,27810.5,0.4965,4317.0,74.0,100.05,842.37,399.63,94.92,27.331,437.06,1.0421,0.1033,0.0,49.15,0.1751,182
5,215,cooling_degradation,27780.0,0.497,4261.0,72.8,99.53,852.49,388.47,89.6,27.405,445.26,1.1991,0.0946,0.0,53.93,0.1777,181
5,216,cooling_degradation,27723.0,0.498,4416.0,73.5,99.43,841.41,381.43,91.62,26.973,434.27,1.0709,0.131,0.0,54.32,0.1777,180
5,217,cooling_degradation,27790.1,0.4968,4305.0,75.0,99.31,861.96,388.9,91.12,26.751,422.23,0.9849,0.1165,0.0,60.51,0.1782,179
5,218,cooling_degradation,27779.3,0.497,4354.0,72.3,100.72,863.78,388.45,90.11,27.118,443.6,1.1111,0.0885,0.0,51.65,0.1838,178
5,219,cooling_degradation,27832.8,0.4961,4491.0,75.7,99.96,865.79,380.44,95.43,27.373,428.22,1.1137,0.1142,0.0,60.36,0.1838,177
5,220,cooling_degradation,27396.1,0.5039,4398.0,75.6,98.65,862.16,388.14,97.81,27.674,433.06,1.0204,0.1219,0.0,59.44,0.1838,176
5,221,cooling_degradation,27760.5,0.4974,4447.0,74.2,98.74,866.68,374.19,93.29,26.847,428.11,0.9722,0.0651,0.0,61.18,0.1901,175
5,222,cooling_degradation,27776.4,0.4971,4318.0,72.2,100.36,845.34,389.77,95.51,26.733,437.9,1.1082,0.0886,0.0,61.09,0.1901,174
5,223,cooling_degradation,27396.2,0.5039,4414.0,75.0,100.63,859.22,377.5,96.84,27.481,433.5,1.0775,0.1153,0.0,65.11,0.1935,173
5,224,cooling_degradation,27156.2,0.5083,4352.0,73.2,99.51,847.84,384.23,94.29,26.904,435.16,0.9511,0.0696,0.0,57.17,0.1935,172
5,225,cooling_degradation,27152.6,0.5084,4372.0,74.8,98.3,857.16,394.27,93.82,26.986,426.97,1.0933,0.0728,0.0,60.09,0.1938,171
5,226,cooling_degradation,27242.8,0.5067,4471.0,77.9,101.97,875.37,369.98,93.46,27.869,423.23,1.0302,0.1039,0.0,54.1,0.1976,170
5,227,cooling_degradation,27564.4,0.5009,4333.0,70.8,101.65,867.69,383.55,95.03,26.395,440.91,0.9603,0.1192,0.0,52.98,0.1978,169
5,228,cooling_degradation,27213.3,0.5073,4351.0,81.1,97.13,869.37,376.69,95.71,28.381,414.15,1.0534,0.1201,0.0,66.63,0.1978,168
5,229,cooling_degradation,27064.9,0.51,4296.0,74.3,102.1,859.23,388.02,94.88,26.907,428.39,1.1842,0.141,0.0,53.74,0.1978,167
5,230,cooling_degradation,26999.8,0.5112,4403.0,75.8,100.06,855.85,386.05,95.03,27.623,431.52,1.2018,0.1143,0.0,61.99,0.2087,166
5,231,cooling_degradation,26847.5,0.514,4316.0,72.2,100.65,863.53,385.13,94.07,27.021,442.71,1.1809,0.1052,0.0,61.44,0.2087,165
5,232,cooling_degradation,27118.8,0.509,4411.0,77.9,102.16,874.43,378.1,91.05,27.523,418.21,1.1335,0.0874,0.0,64.94,0.2118,164
5,233,cooling_degradation,26913.7,0.5128,4251.0,74.0,102.96,867.22,394.54,96.06,27.084,432.85,1.1628,0.1063,0.0,50.9,0.2132,163
5,234,cooling_degradation,27180.8,0.5079,4383.0,73.2,102.01,851.08,381.75,91.72,27.486,444.3,1.1255,0.1285,0.0,63.75,0.2144,162
5,235,cooling_degradation,26896.6,0.5131,4311.0,72.6,100.87,864.32,388.26,95.53,26.969,439.43,1.0292,0.1294,0.0,59.0,0.2144,161
5,236,cooling_degradation,26861.8,0.5137,4394.0,73.5,98.54,849.5,382.79,95.88,26.946,433.76,1.0542,0.1208,0.0,56.66,0.2184,160
5,237,cooling_degradation,26634.2,0.5179,4349.0,75.5,97.7,873.36,362.57,92.19,28.04,439.27,1.0894,0.128,0.0,58.85,0.2234,159
5,238,cooling_degradation,26438.3,0.5216,4318.0,74.8,102.05,861.0,380.93,93.25,27.28,431.78,1.2501,0.1426,0.0,65.29,0.2234,158
5,239,cooling_degradation,26400.8,0.5223,4327.0,74.1,102.89,857.71,373.42,98.83,26.978,430.89,1.2375,0.1203,0.0,64.29,0.2293,157
5,240,cooling_degradation,26254.6,0.525,4299.0,72.0,99.65,873.01,376.3,94.43,26.529,435.8,1.065,0.1461,0.0,60.0,0.2293,156
5,241,cooling_degradation,26523.1,0.52,4400.0,71.8,100.47,870.84,385.06,92.15,27.858,458.99,1.1557,0.1043,0.0,54.94,0.2293,155
5,242,cooling_degradation,26253.7,0.525,4287.0,72.7,100.15,869.57,378.88,96.27,26.959,438.77,1.1287,0.1186,0.0,55.67,0.2334,154
5,243,cooling_degradation,26377.5,0.5227,4334.0,75.4,100.11,886.61,390.14,93.12,28.168,441.9,1.1485,0.1104,0.0,64.78,0.2334,153
5,244,cooling_degradation,26176.5,0.5265,4371.0,76.0,102.8,876.17,367.08,90.99,27.564,429.22,1.1365,0.1382,0.0,55.33,0.2413,152
5,245,cooling_degradation,26032.1,0.5292,4447.0,76.4,101.52,866.17,365.17,95.87,27.484,425.95,1.2924,0.1022,0.0,61.15,0.2416,151
5,246,cooling_degradation,25818.9,0.5332,4349.0,73.9,100.92,874.96,380.55,93.06,27.36,438.01,1.186,0.117,0.0,75.43,0.2447,150
5,247,cooling_degradation,25956.2,0.5306,4335.0,75.0,105.26,869.14,374.57,95.54,28.246,445.51,1.2055,0.0863,0.0,64.35,0.2451,149
5,248,cooling_degradation,25793.1,0.5337,4366.0,73.3,99.12,880.72,376.91,93.28,26.381,425.74,1.2062,0.1354,0.0,65.77,0.2451,148
5,249,cooling_degradation,25874.6,0.5322,4226.0,68.6,102.09,870.45,381.43,96.32,27.057,467.03,1.106,0.1485,0.0,56.75,0.2451,147
5,250,cooling_degradation,25543.7,0.5385,4278.0,73.1,99.93,875.55,376.95,95.45,27.17,439.9,1.2192,0.1445,0.0,56.76,0.2544,146
5,251,cooling_degradation,25653.6,0.5364,4327.0,72.6,101.27,860.71,373.51,89.91,27.159,442.91,1.2955,0.1426,0.0,66.87,0.2544,145
5,252,cooling_degradation,25715.8,0.5352,4307.0,70.5,101.86,872.9,376.46,95.96,27.2,456.42,1.3414,0.1447,0.0,61.96,0.2597,144
5,253,cooling_degradation,25417.5,0.5409,4254.0,71.9,102.9,872.64,381.9,94.62,27.116,446.36,1.1318,0.1419,0.0,69.24,0.2597,143
5,254,cooling_degradation,25399.7,0.5412,4401.0,73.9,101.26,865.97,380.32,98.03,27.422,438.84,1.1026,0.1403,0.0,64.11,0.26,142
5,255,cooling_degradation,25271.5,0.5437,4366.0,70.1,101.19,871.39,370.46,96.07,27.121,457.9,1.2394,0.1428,0.0,81.56,0.2642,141
5,256,cooling_degradation,25372.5,0.5417,4358.0,71.3,101.4,877.86,369.18,96.85,26.687,442.9,1.3299,0.117,0.0,61.66,0.2669,140
5,257,cooling_degradation,25044.1,0.5481,4308.0,78.0,100.23,877.85,370.78,93.93,27.771,421.18,1.2717,0.1263,0.0,66.03,0.2676,139
5,258,cooling_degradation,24992.4,0.5491,4355.0,68.5,102.97,863.51,379.05,93.92,27.361,472.53,1.3164,0.134,0.0,60.8,0.2752,138
5,259,cooling_degradation,24779.4,0.5532,4381.0,72.7,102.51,875.3,372.59,95.51,27.119,441.29,1.1598,0.1266,0.0,70.67,0.2778,137
5,260,cooling_degradation,24564.5,0.5574,4334.0,69.7,102.74,872.24,359.39,94.84,27.903,473.61,1.2229,0.102,0.0,67.71,0.2778,136
5,261,cooling_degradation,24393.8,0.5608,4377.0,70.9,101.98,878.13,357.0,98.23,27.761,463.31,1.0929,0.1087,0.0,60.7,0.2778,135
5,262,cooling_degradation,24657.8,0.5556,4302.0,72.5,102.01,879.86,365.93,95.41,27.689,451.89,1.278,0.1404,0.0,64.65,0.286,134
5,263,cooling_degradation,24207.8,0.5645,4356.0,70.1,104.05,874.67,369.61,93.27,27.539,465.0,1.1163,0.1539,0.0,73.1,0.286,133
5,264,cooling_degradation,24360.6,0.5614,4419.0,74.7,103.91,877.37,364.32,94.13,27.507,435.71,1.4042,0.1369,0.0,72.78,0.2892,132
5,265,cooling_degradation,24199.3,0.5646,4424.0,77.0,104.6,883.49,366.66,97.79,28.101,431.98,1.4318,0.1932,0.0,59.8,0.293,131
5,266,cooling_degradation,24161.2,0.5654,4430.0,75.4,103.03,889.86,362.23,95.53,28.177,442.29,1.3187,0.1195,0.0,64.54,0.293,130
5,267,cooling_degradation,23831.5,0.572,4367.0,75.9,104.67,886.09,373.6,95.55,27.925,435.51,1.2038,0.1488,0.0,76.57,0.2996,129
5,268,cooling_degradation,23673.7,0.5751,4352.0,68.6,102.0,891.61,370.6,98.11,26.937,464.65,1.3549,0.1657,0.0,66.63,0.2996,128
5,269,cooling_degradation,23731.2,0.574,4323.0,72.0,102.37,891.29,367.61,94.19,27.355,449.92,1.4775,0.1616,0.0,68.52,0.3011,127
5,270,cooling_degradation,23511.2,0.5784,4242.0,74.0,104.66,896.9,376.73,91.7,27.751,443.68,1.3869,0.1557,0.0,73.42,0.3087,126
5,271,cooling_degradation,23249.6,0.5837,4269.0,75.2,104.13,896.45,358.57,94.47,27.926,439.66,1.4437,0.164,0.0,61.62,0.3087,125
5,272,cooling_degradation,23602.7,0.5766,4340.0,77.7,102.59,900.61,363.35,96.78,27.735,422.17,1.326,0.1455,0.0,64.12,0.3147,124
5,273,cooling_degradation,23069.5,0.5874,4344.0,75.6,101.45,877.82,364.51,95.79,27.412,428.94,1.2952,0.1777,0.0,67.2,0.3147,123
5,274,cooling_degradation,22913.9,0.5906,4435.0,75.0,102.83,892.95,361.9,93.26,28.254,445.56,1.3717,0.1714,0.0,75.26,0.3193,122
5,275,cooling_degradation,22899.9,0.5908,4429.0,80.2,102.18,900.64,347.84,98.47,27.509,405.98,1.23,0.1295,0.0,74.56,0.3218,121
5,276,cooling_degradation,22996.1,0.5889,4309.0,72.5,105.81,898.57,362.3,96.79,27.106,442.4,1.5694,0.1534,0.0,73.2,0.3233,120
5,277,cooling_degradation,22353.6,0.6021,4399.0,71.3,104.52,881.94,360.66,97.37,26.899,446.58,1.4161,0.1179,0.0,69.45,0.3294,119
5,278,cooling_degradation,22723.0,0.5945,4321.0,72.6,102.28,894.46,364.66,97.47,27.139,442.32,1.4796,0.1798,0.0,75.97,0.3313,118
5,279,cooling_degradation,22278.4,0.6037,4391.0,69.3,102.02,889.61,364.21,94.16,27.838,475.64,1.3922,0.1559,0.0,70.17,0.3381,117
5,280,cooling_degradation,22321.0,0.6028,4398.0,72.1,102.48,905.65,360.95,97.41,28.031,459.84,1.311,0.179,0.0,73.99,0.34,116
5,281,cooling_degradation,22044.7,0.6086,4425.0,66.7,102.87,877.73,354.15,98.68,27.172,482.23,1.5572,0.1507,0.0,75.94,0.3431,115
5,282,cooling_degradation,22308.3,0.6031,4320.0,70.2,103.54,885.09,363.23,99.2,27.622,465.64,1.3617,0.1167,0.0,80.13,0.3461,114
